timestamp,longitude,latitude,sensor_position,bristlemouth_node_id,data_type_name,unit_type,unit,value,processing_source
2024-11-24T00:20:00.000Z,-122.5306,37.44275,0,NULL,,,,,bristlemouth_message
2024-11-24T00:30:00.000Z,-122.5306215,37.4427643,0,NULL,,,,,bristlemouth_message
2024-11-24T01:00:00.000Z,-122.5306327,37.4427562,0,NULL,,,,,bristlemouth_message
2024-11-24T01:30:00.000Z,-122.5305083,37.4427452,0,NULL,,,,,bristlemouth_message
2024-11-24T02:00:00.000Z,-122.530592,37.4427367,0,NULL,,,,,bristlemouth_message
2024-11-24T02:20:00.000Z,-122.53065,37.4427167,0,NULL,,,,,bristlemouth_message
2024-11-24T02:30:00.000Z,-122.530637,37.4427217,0,NULL,,,,,bristlemouth_message
2024-11-24T03:00:00.000Z,-122.5306418,37.4427162,0,NULL,,,,,bristlemouth_message
2024-11-24T03:30:00.000Z,-122.5307083,37.4426932,0,NULL,,,,,bristlemouth_message
2024-11-24T04:00:00.000Z,-122.5307493,37.4426762,0,NULL,,,,,bristlemouth_message
2024-11-24T04:20:00.000Z,-122.5307,37.4426833,0,NULL,,,,,bristlemouth_message
2024-11-24T04:30:00.000Z,-122.5307458,37.4426775,0,NULL,,,,,bristlemouth_message
2024-11-24T05:00:00.000Z,-122.5307365,37.4426848,0,NULL,,,,,bristlemouth_message
2024-11-24T05:30:00.000Z,-122.5307798,37.4426747,0,NULL,,,,,bristlemouth_message
2024-11-24T06:00:00.000Z,-122.5308223,37.4426773,0,NULL,,,,,bristlemouth_message
2024-11-24T06:20:00.000Z,-122.5308167,37.4426667,0,NULL,,,,,bristlemouth_message
2024-11-24T06:30:00.000Z,-122.5308267,37.442681,0,NULL,,,,,bristlemouth_message
2024-11-24T07:00:00.000Z,-122.5308335,37.442687,0,NULL,,,,,bristlemouth_message
2024-11-24T07:30:00.000Z,-122.5308293,37.4426857,0,NULL,,,,,bristlemouth_message
2024-11-24T08:00:00.000Z,-122.5308308,37.442684,0,NULL,,,,,bristlemouth_message
2024-11-24T08:20:00.000Z,-122.5308167,37.4426833,0,NULL,,,,,bristlemouth_message
2024-11-24T08:30:00.000Z,-122.5308268,37.4426902,0,NULL,,,,,bristlemouth_message
2024-11-24T09:00:00.000Z,-122.5308173,37.4426988,0,NULL,,,,,bristlemouth_message
2024-11-24T09:30:00.000Z,-122.5308077,37.4427162,0,NULL,,,,,bristlemouth_message
2024-11-24T10:00:00.000Z,-122.5308252,37.4427047,0,NULL,,,,,bristlemouth_message
2024-11-24T10:20:00.000Z,-122.5308,37.4427,0,NULL,,,,,bristlemouth_message
2024-11-24T10:30:00.000Z,-122.5308467,37.4426963,0,NULL,,,,,bristlemouth_message
2024-11-24T11:00:00.000Z,-122.5308322,37.4427028,0,NULL,,,,,bristlemouth_message
2024-11-24T11:30:00.000Z,-122.5308125,37.4427052,0,NULL,,,,,bristlemouth_message
2024-11-24T12:00:00.000Z,-122.5308095,37.4427067,0,NULL,,,,,bristlemouth_message
2024-11-24T12:20:00.000Z,-122.5308,37.4427,0,NULL,,,,,bristlemouth_message
2024-11-24T12:30:00.000Z,-122.530802,37.4427143,0,NULL,,,,,bristlemouth_message
2024-11-24T13:00:00.000Z,-122.5308125,37.4427075,0,NULL,,,,,bristlemouth_message
2024-11-24T13:30:00.000Z,-122.5307423,37.4427187,0,NULL,,,,,bristlemouth_message
2024-11-24T14:00:00.000Z,-122.5307022,37.4427373,0,NULL,,,,,bristlemouth_message
2024-11-24T14:20:00.000Z,-122.5307333,37.4427167,0,NULL,,,,,bristlemouth_message
2024-11-24T14:30:00.000Z,-122.5308897,37.4426658,0,NULL,,,,,bristlemouth_message
2024-11-24T15:00:00.000Z,-122.5307,37.4427282,0,NULL,,,,,bristlemouth_message
2024-11-24T15:30:00.000Z,-122.5305705,37.4427395,0,NULL,,,,,bristlemouth_message
2024-11-24T16:00:00.000Z,-122.5305238,37.4427455,0,NULL,,,,,bristlemouth_message
2024-11-24T16:20:00.000Z,-122.5304833,37.4427333,0,NULL,,,,,bristlemouth_message
2024-11-24T16:30:00.000Z,-122.530432,37.4427522,0,NULL,,,,,bristlemouth_message
2024-11-24T17:00:00.000Z,-122.5303888,37.4427457,0,NULL,,,,,bristlemouth_message
2024-11-24T17:30:00.000Z,-122.5302288,37.4427097,0,NULL,,,,,bristlemouth_message
2024-11-24T18:00:00.000Z,-122.5301857,37.4426898,0,NULL,,,,,bristlemouth_message
2024-11-24T18:20:00.000Z,-122.5301667,37.4427,0,NULL,,,,,bristlemouth_message
